D_CLIENTE,ESTADO,D_EMPRESA_TRANSPORTISTA,TIPOTRANSPORTE,PESO_NETO,CAP_MAXIMA,CIUDAD,PLANTAORIGEN_Pesqueria,TIPO_SERVICIO_LO,TIPO_PERMISO_Despacho,TIPO_PERMISO_Cliente ENVIA,TIPO_PERMISO_Traslado Externo,TIPO_PERMISO_Traslado Externo sin Pesada
120,3,TRANSPORTE46,9,33170,54.0,8,0,0,0,1,0,0
221,11,TRANSPORTE46,9,31900,54.0,69,0,0,0,0,1,0
33,18,TRANSPORTE46,9,17720,54.0,60,0,0,0,1,0,0
205,2,TRANSPORTE61,3,21520,46.5,9,0,0,0,0,1,0
112,22,TRANSPORTE1,7,23110,54.0,53,0,0,0,0,1,0
69,14,TRANSPORTE68,5,35520,54.0,3,0,1,0,1,0,0
69,14,TRANSPORTE68,5,35520,54.0,3,0,1,0,1,0,0
69,14,TRANSPORTE68,5,34050,54.0,3,0,1,0,1,0,0
109,14,TRANSPORTE68,5,23160,54.0,13,0,1,0,1,0,0
107,14,TRANSPORTE68,5,37730,54.0,23,0,1,0,1,0,0
227,14,TRANSPORTE68,5,20190,54.0,42,0,1,0,0,1,0
84,14,TRANSPORTE68,5,36730,54.0,23,0,1,0,1,0,0
201,14,TRANSPORTE68,5,20740,54.0,18,0,1,0,0,1,0
227,14,TRANSPORTE68,5,39380,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE68,5,39470,54.0,42,0,1,0,0,1,0
69,14,TRANSPORTE68,5,21410,54.0,3,0,1,0,1,0,0
266,14,TRANSPORTE68,5,20930,54.0,3,0,1,0,1,0,0
129,14,TRANSPORTE68,5,16980,54.0,3,0,1,0,1,0,0
28,14,TRANSPORTE68,5,32060,54.0,61,0,1,0,0,1,0
69,14,TRANSPORTE68,5,39290,54.0,3,0,1,0,1,0,0
84,14,TRANSPORTE68,5,39530,54.0,23,0,1,0,1,0,0
137,14,TRANSPORTE68,5,39550,54.0,61,0,1,0,0,1,0
36,14,TRANSPORTE68,5,29940,54.0,13,0,1,0,0,1,0
210,14,TRANSPORTE68,5,38780,54.0,23,0,1,0,0,1,0
84,14,TRANSPORTE68,5,38730,54.0,23,0,1,0,1,0,0
5,14,TRANSPORTE68,5,31340,54.0,61,0,1,0,1,0,0
108,8,TRANSPORTE63,5,19590,54.0,35,0,0,0,1,0,0
79,0,TRANSPORTE69,5,18130,54.0,32,0,0,0,1,0,0
107,8,TRANSPORTE69,5,18130,54.0,32,0,0,0,1,0,0
245,14,TRANSPORTE59,5,25960,54.0,13,0,1,0,0,1,0
227,14,TRANSPORTE59,5,33740,54.0,42,0,1,0,0,1,0
137,14,TRANSPORTE59,5,38260,54.0,61,0,1,0,0,1,0
36,14,TRANSPORTE59,5,38750,54.0,13,0,1,0,0,1,0
220,25,TRANSPORTE40,8,29920,54.0,38,0,0,1,0,0,0
154,25,TRANSPORTE40,8,29920,54.0,38,0,0,1,0,0,0
225,24,TRANSPORTE40,8,29920,54.0,38,0,0,1,0,0,0
68,25,TRANSPORTE40,8,29920,54.0,38,0,0,1,0,0,0
112,22,TRANSPORTE1,7,33420,54.0,53,0,0,0,0,1,0
112,22,TRANSPORTE1,7,35140,54.0,53,0,0,0,0,1,0
199,22,TRANSPORTE1,7,28000,54.0,53,0,0,0,1,0,0
199,22,TRANSPORTE1,7,28000,54.0,53,0,0,0,1,0,0
112,22,TRANSPORTE1,7,33230,54.0,53,0,0,0,0,1,0
112,22,TRANSPORTE1,7,36330,54.0,53,0,0,0,0,1,0
112,22,TRANSPORTE1,7,27130,54.0,53,0,0,0,0,1,0
99,1,TRANSPORTE8,5,24280,54.0,39,0,0,0,1,0,0
99,1,TRANSPORTE8,5,24280,54.0,39,0,0,0,1,0,0
99,1,TRANSPORTE8,5,24280,54.0,39,0,0,0,1,0,0
99,1,TRANSPORTE8,5,24280,54.0,39,0,0,0,1,0,0
205,2,TRANSPORTE8,5,21740,54.0,9,0,0,0,0,1,0
205,2,TRANSPORTE53,5,20600,54.0,9,0,0,0,0,1,0
61,14,TRANSPORTE59,5,18750,54.0,3,0,1,0,1,0,0
92,24,TRANSPORTE6,5,34660,54.0,71,0,0,0,1,0,0
92,24,TRANSPORTE6,5,34660,54.0,71,0,0,0,1,0,0
109,14,TRANSPORTE38,5,23070,54.0,13,0,1,0,1,0,0
84,14,TRANSPORTE38,5,39180,54.0,23,0,1,0,1,0,0
227,14,TRANSPORTE38,5,35140,54.0,42,0,1,0,0,1,0
196,14,TRANSPORTE38,5,38880,54.0,3,0,1,0,1,0,0
196,14,TRANSPORTE38,5,38880,54.0,3,0,1,0,1,0,0
137,14,TRANSPORTE38,5,37520,54.0,61,0,1,0,0,1,0
227,14,TRANSPORTE38,5,30960,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE38,5,25550,54.0,42,0,1,0,0,1,0
84,14,TRANSPORTE38,5,38540,54.0,23,0,1,0,1,0,0
227,14,TRANSPORTE38,5,21820,54.0,42,0,1,0,0,1,0
124,14,TRANSPORTE38,5,23180,54.0,23,0,1,0,1,0,0
96,14,TRANSPORTE38,5,21170,54.0,3,0,1,0,1,0,0
84,14,TRANSPORTE38,5,19910,54.0,23,0,1,0,1,0,0
227,14,TRANSPORTE38,5,39010,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE38,5,28460,54.0,42,0,1,0,0,1,0
84,14,TRANSPORTE38,5,39120,54.0,23,0,1,0,1,0,0
69,14,TRANSPORTE38,5,21550,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE38,5,33840,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE38,5,37930,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE38,5,34040,54.0,42,0,1,0,0,1,0
137,14,TRANSPORTE38,5,38680,54.0,61,0,1,0,0,1,0
227,14,TRANSPORTE38,5,36650,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE38,5,38960,54.0,42,0,1,0,0,1,0
202,14,TRANSPORTE38,5,30840,54.0,23,0,1,0,0,1,0
229,14,TRANSPORTE38,5,35660,54.0,23,0,1,0,1,0,0
227,14,TRANSPORTE38,5,38570,54.0,42,0,1,0,0,1,0
69,14,TRANSPORTE38,5,38230,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE38,5,21600,54.0,42,0,1,0,0,1,0
137,14,TRANSPORTE38,5,20550,54.0,61,0,1,0,0,1,0
266,14,TRANSPORTE38,5,20790,54.0,3,0,1,0,1,0,0
132,14,TRANSPORTE38,5,32390,54.0,61,0,1,0,0,1,0
72,14,TRANSPORTE38,5,37410,54.0,49,0,1,0,0,1,0
205,2,TRANSPORTE27,3,21110,46.5,9,0,0,0,0,1,0
99,22,TRANSPORTE31,7,31470,54.0,45,0,0,0,1,0,0
99,22,TRANSPORTE31,7,31470,54.0,45,0,0,0,1,0,0
99,22,TRANSPORTE31,7,35130,54.0,45,0,0,0,1,0,0
99,22,TRANSPORTE31,7,36260,54.0,45,0,0,0,1,0,0
199,22,TRANSPORTE48,5,28360,54.0,53,0,0,0,1,0,0
213,5,TRANSPORTE48,5,23910,54.0,56,0,0,0,1,0,0
122,22,TRANSPORTE48,5,20000,54.0,36,0,0,0,1,0,0
122,22,TRANSPORTE48,5,35500,54.0,36,0,0,0,1,0,0
84,14,TRANSPORTE68,5,38750,54.0,23,0,1,0,1,0,0
227,14,TRANSPORTE68,5,36880,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE47,5,36680,54.0,42,0,1,0,0,1,0
200,14,TRANSPORTE38,5,37300,54.0,13,0,1,0,0,1,0
28,14,TRANSPORTE38,5,31770,54.0,61,0,1,0,0,1,0
28,14,TRANSPORTE38,5,34640,54.0,61,0,1,0,0,1,0
227,14,TRANSPORTE38,5,37540,54.0,42,0,1,0,0,1,0
137,14,TRANSPORTE38,5,21280,54.0,61,0,1,0,0,1,0
196,14,TRANSPORTE38,5,21650,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE38,5,37340,54.0,42,0,1,0,0,1,0
28,14,TRANSPORTE38,5,33420,54.0,61,0,1,0,0,1,0
196,14,TRANSPORTE38,5,21560,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE38,5,38860,54.0,42,0,1,0,0,1,0
28,14,TRANSPORTE38,5,36210,54.0,61,0,1,0,0,1,0
227,14,TRANSPORTE38,5,30500,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE38,5,38660,54.0,42,0,1,0,0,1,0
72,14,TRANSPORTE38,5,20970,54.0,49,0,1,0,0,1,0
61,14,TRANSPORTE38,5,20810,54.0,3,0,1,0,1,0,0
111,14,TRANSPORTE38,5,35250,54.0,23,0,1,0,0,1,0
112,22,TRANSPORTE1,7,36020,54.0,53,0,0,0,0,1,0
112,22,TRANSPORTE1,7,34830,54.0,53,0,0,0,0,1,0
112,22,TRANSPORTE1,7,33900,54.0,53,0,0,0,0,1,0
112,22,TRANSPORTE1,7,31650,54.0,53,0,0,0,0,1,0
112,22,TRANSPORTE1,7,32140,54.0,53,0,0,0,0,1,0
112,22,TRANSPORTE1,9,19170,54.0,53,0,0,0,0,1,0
37,14,TRANSPORTE59,5,5600,54.0,13,0,1,0,1,0,0
62,14,TRANSPORTE59,5,8670,54.0,3,0,1,0,1,0,0
62,14,TRANSPORTE59,5,8670,54.0,3,0,1,0,1,0,0
62,14,TRANSPORTE59,5,8670,54.0,3,0,1,0,1,0,0
62,14,TRANSPORTE59,5,8670,54.0,3,0,1,0,1,0,0
62,14,TRANSPORTE59,5,8670,54.0,3,0,1,0,1,0,0
78,14,TRANSPORTE59,5,33120,54.0,3,0,1,0,1,0,0
245,14,TRANSPORTE59,5,36240,54.0,13,0,1,0,0,1,0
8,14,TRANSPORTE59,5,18950,54.0,61,0,1,0,1,0,0
227,14,TRANSPORTE59,5,36450,54.0,42,0,1,0,0,1,0
201,14,TRANSPORTE59,5,37140,54.0,18,0,1,0,0,1,0
61,14,TRANSPORTE59,5,19930,54.0,3,0,1,0,1,0,0
84,14,TRANSPORTE59,5,37800,54.0,23,0,1,0,1,0,0
84,14,TRANSPORTE59,5,37800,54.0,23,0,1,0,1,0,0
227,14,TRANSPORTE59,5,36490,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE59,5,37380,54.0,42,0,1,0,0,1,0
268,14,TRANSPORTE59,5,20940,54.0,3,0,1,0,1,0,0
123,14,TRANSPORTE59,5,38060,54.0,13,0,1,0,1,0,0
84,14,TRANSPORTE59,5,22470,54.0,23,0,1,0,1,0,0
139,5,TRANSPORTE12,5,22570,54.0,52,0,0,0,1,0,0
250,8,TRANSPORTE12,5,34820,54.0,58,0,0,0,1,0,0
72,14,TRANSPORTE63,6,34300,54.0,49,0,1,0,0,1,0
69,14,TRANSPORTE63,6,38030,54.0,3,0,1,0,1,0,0
78,14,TRANSPORTE63,6,21250,54.0,3,0,1,0,1,0,0
43,14,TRANSPORTE63,6,20200,54.0,61,0,1,0,1,0,0
69,14,TRANSPORTE63,6,35430,54.0,3,0,1,0,1,0,0
111,14,TRANSPORTE63,6,36640,54.0,23,0,1,0,0,1,0
36,14,TRANSPORTE63,6,33060,54.0,13,0,1,0,0,1,0
72,14,TRANSPORTE63,6,36570,54.0,49,0,1,0,0,1,0
84,14,TRANSPORTE63,6,21420,54.0,23,0,1,0,1,0,0
227,14,TRANSPORTE63,6,18290,54.0,42,0,1,0,0,1,0
69,14,TRANSPORTE63,6,35960,54.0,3,0,1,0,1,0,0
69,14,TRANSPORTE63,6,35260,54.0,3,0,1,0,1,0,0
121,14,TRANSPORTE63,6,17920,54.0,23,0,1,0,1,0,0
120,14,TRANSPORTE63,6,31410,54.0,49,0,1,0,1,0,0
120,14,TRANSPORTE63,6,31410,54.0,49,0,1,0,1,0,0
227,14,TRANSPORTE63,6,36980,54.0,42,0,1,0,0,1,0
137,14,TRANSPORTE63,6,34280,54.0,61,0,1,0,0,1,0
227,14,TRANSPORTE63,6,20420,54.0,42,0,1,0,0,1,0
43,14,TRANSPORTE63,6,21170,54.0,61,0,1,0,1,0,0
84,14,TRANSPORTE63,6,21470,54.0,23,0,1,0,1,0,0
42,14,TRANSPORTE63,6,16830,54.0,3,0,1,0,1,0,0
137,14,TRANSPORTE3,5,23890,54.0,61,0,1,0,0,1,0
227,14,TRANSPORTE3,5,35270,54.0,42,0,1,0,0,1,0
245,14,TRANSPORTE3,5,18840,54.0,13,0,1,0,0,1,0
245,14,TRANSPORTE3,5,28500,54.0,13,0,1,0,0,1,0
227,14,TRANSPORTE3,5,34520,54.0,42,0,1,0,0,1,0
137,14,TRANSPORTE3,5,20310,54.0,61,0,1,0,0,1,0
227,14,TRANSPORTE3,5,20890,54.0,42,0,1,0,0,1,0
84,14,TRANSPORTE3,5,21360,54.0,23,0,1,0,1,0,0
36,14,TRANSPORTE3,5,29830,54.0,13,0,1,0,0,1,0
51,14,TRANSPORTE3,5,8020,54.0,55,0,1,0,1,0,0
266,14,TRANSPORTE3,5,20750,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE57,6,37330,54.0,42,0,1,0,0,1,0
133,5,TRANSPORTE48,5,7090,51.0,20,0,0,0,1,0,0
199,22,TRANSPORTE48,9,33260,54.0,53,0,0,0,1,0,0
99,22,TRANSPORTE48,9,34540,54.0,45,0,0,0,1,0,0
99,22,TRANSPORTE48,9,30270,54.0,45,0,0,0,1,0,0
99,22,TRANSPORTE48,9,30270,54.0,45,0,0,0,1,0,0
99,22,TRANSPORTE48,9,30270,54.0,45,0,0,0,1,0,0
99,22,TRANSPORTE48,9,30270,54.0,45,0,0,0,1,0,0
99,22,TRANSPORTE48,9,34060,54.0,45,0,0,0,1,0,0
99,22,TRANSPORTE48,9,34060,54.0,45,0,0,0,1,0,0
99,22,TRANSPORTE48,9,22380,54.0,45,0,0,0,1,0,0
99,22,TRANSPORTE48,9,30270,54.0,45,0,0,0,1,0,0
99,22,TRANSPORTE48,9,30300,54.0,45,0,0,0,1,0,0
56,5,TRANSPORTE48,9,20840,54.0,41,0,0,0,0,1,0
99,22,TRANSPORTE48,9,34550,54.0,45,0,0,0,1,0,0
227,14,TRANSPORTE43,5,35140,54.0,42,0,1,0,0,1,0
134,18,TRANSPORTE46,5,25300,54.0,11,0,0,0,1,0,0
206,3,TRANSPORTE46,5,34940,54.0,8,0,0,0,0,1,0
221,11,TRANSPORTE46,5,16740,54.0,69,0,0,0,0,1,0
24,14,TRANSPORTE22,7,27990,54.0,63,0,1,0,1,0,0
24,14,TRANSPORTE22,7,27990,54.0,63,0,1,0,1,0,0
137,14,TRANSPORTE22,7,20830,54.0,61,0,1,0,0,1,0
72,14,TRANSPORTE22,7,38680,54.0,49,0,1,0,0,1,0
5,14,TRANSPORTE22,7,31930,54.0,61,0,1,0,1,0,0
227,14,TRANSPORTE22,7,35610,54.0,42,0,1,0,0,1,0
52,14,TRANSPORTE22,7,23530,54.0,23,0,1,0,1,0,0
52,14,TRANSPORTE22,7,23530,54.0,23,0,1,0,1,0,0
52,14,TRANSPORTE22,7,23530,54.0,23,0,1,0,1,0,0
137,14,TRANSPORTE22,7,19240,54.0,61,0,1,0,0,1,0
233,14,TRANSPORTE22,7,30060,54.0,23,0,1,0,0,1,0
266,14,TRANSPORTE22,7,21990,54.0,3,0,1,0,1,0,0
137,14,TRANSPORTE57,5,0,54.0,61,0,1,0,0,0,1
227,14,TRANSPORTE57,5,0,54.0,42,0,1,0,0,0,1
85,9,TRANSPORTE32,5,17520,54.0,67,0,0,0,1,0,0
251,7,TRANSPORTE32,5,36680,54.0,69,0,0,0,1,0,0
221,11,TRANSPORTE32,5,33630,54.0,69,0,0,0,0,1,0
221,11,TRANSPORTE32,5,34220,54.0,69,0,0,0,0,1,0
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
227,14,TRANSPORTE57,6,0,54.0,42,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
227,14,TRANSPORTE57,6,0,54.0,42,0,1,0,0,0,1
137,14,TRANSPORTE57,6,0,54.0,61,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
28,14,TRANSPORTE57,6,0,54.0,61,0,1,0,0,0,1
137,14,TRANSPORTE57,6,0,54.0,61,0,1,0,0,0,1
137,14,TRANSPORTE57,6,0,54.0,61,0,1,0,0,0,1
227,14,TRANSPORTE57,6,0,54.0,42,0,1,0,0,0,1
227,14,TRANSPORTE57,6,36990,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE57,6,0,54.0,42,0,1,0,0,0,1
227,14,TRANSPORTE57,6,0,54.0,42,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
227,14,TRANSPORTE57,6,0,54.0,42,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
137,14,TRANSPORTE57,7,0,54.0,61,0,1,0,0,0,1
137,14,TRANSPORTE57,7,0,54.0,61,0,1,0,0,0,1
137,14,TRANSPORTE57,5,0,54.0,61,0,1,0,0,0,1
72,14,TRANSPORTE57,5,0,54.0,49,0,1,0,0,0,1
137,14,TRANSPORTE57,5,0,54.0,61,0,1,0,0,0,1
227,14,TRANSPORTE57,5,0,54.0,42,0,1,0,0,0,1
227,14,TRANSPORTE57,5,0,54.0,42,0,1,0,0,0,1
227,14,TRANSPORTE57,5,0,54.0,42,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
227,14,TRANSPORTE57,6,0,54.0,42,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
227,14,TRANSPORTE57,6,0,54.0,42,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
227,14,TRANSPORTE57,6,0,54.0,42,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
221,11,TRANSPORTE46,9,32650,54.0,69,0,0,0,0,1,0
217,10,TRANSPORTE46,9,21130,54.0,25,0,0,0,0,1,0
109,7,TRANSPORTE46,9,21680,54.0,15,0,0,0,1,0,0
227,14,TRANSPORTE57,6,0,54.0,42,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
227,14,TRANSPORTE57,6,0,54.0,42,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
227,14,TRANSPORTE57,6,0,54.0,42,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
227,14,TRANSPORTE57,6,0,54.0,42,0,1,0,0,0,1
72,14,TRANSPORTE57,6,0,54.0,49,0,1,0,0,0,1
137,14,TRANSPORTE56,6,0,54.0,61,0,1,0,0,0,1
72,14,TRANSPORTE56,6,0,54.0,49,0,1,0,0,0,1
227,14,TRANSPORTE57,7,0,54.0,42,0,1,0,0,0,1
227,14,TRANSPORTE57,7,39820,54.0,42,0,1,0,0,1,0
36,14,TRANSPORTE68,5,28760,54.0,13,0,1,0,0,1,0
227,14,TRANSPORTE68,5,39810,54.0,42,0,1,0,0,1,0
109,14,TRANSPORTE68,5,21270,54.0,13,0,1,0,1,0,0
227,14,TRANSPORTE70,7,34380,54.0,42,0,1,0,0,1,0
36,14,TRANSPORTE70,7,35330,54.0,13,0,1,0,0,1,0
245,14,TRANSPORTE70,7,12180,54.0,13,0,1,0,0,1,0
266,14,TRANSPORTE70,7,21470,54.0,3,0,1,0,1,0,0
36,14,TRANSPORTE70,7,29620,54.0,13,0,1,0,0,1,0
227,14,TRANSPORTE70,7,38410,54.0,42,0,1,0,0,1,0
28,14,TRANSPORTE70,7,35520,54.0,61,0,1,0,0,1,0
69,14,TRANSPORTE70,7,21150,54.0,3,0,1,0,1,0,0
54,14,TRANSPORTE70,7,14650,54.0,61,0,1,0,1,0,0
54,14,TRANSPORTE70,7,14650,54.0,61,0,1,0,1,0,0
44,14,TRANSPORTE70,7,38960,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE70,7,39250,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE70,7,38680,54.0,42,0,1,0,0,1,0
233,14,TRANSPORTE70,7,28980,54.0,23,0,1,0,0,1,0
137,14,TRANSPORTE70,7,39390,54.0,61,0,1,0,0,1,0
245,14,TRANSPORTE70,7,23440,54.0,13,0,1,0,0,1,0
266,14,TRANSPORTE70,7,21160,54.0,3,0,1,0,1,0,0
129,14,TRANSPORTE70,7,38150,54.0,3,0,1,0,1,0,0
28,14,TRANSPORTE70,7,38950,54.0,61,0,1,0,0,1,0
246,14,TRANSPORTE68,5,25290,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE68,5,36090,54.0,42,0,1,0,0,1,0
229,14,TRANSPORTE68,5,34910,54.0,23,0,1,0,1,0,0
227,14,TRANSPORTE68,5,36670,54.0,42,0,1,0,0,1,0
72,14,TRANSPORTE68,5,20750,54.0,49,0,1,0,0,1,0
254,14,TRANSPORTE68,5,38640,54.0,23,0,1,0,1,0,0
227,14,TRANSPORTE68,5,21910,54.0,42,0,1,0,0,1,0
36,14,TRANSPORTE68,5,34440,54.0,13,0,1,0,0,1,0
84,14,TRANSPORTE68,5,38940,54.0,23,0,1,0,1,0,0
36,14,TRANSPORTE68,5,37730,54.0,13,0,1,0,0,1,0
227,14,TRANSPORTE68,5,34720,54.0,42,0,1,0,0,1,0
266,14,TRANSPORTE68,5,21220,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE68,5,38990,54.0,42,0,1,0,0,1,0
137,14,TRANSPORTE68,5,21410,54.0,61,0,1,0,0,1,0
227,14,TRANSPORTE68,5,37390,54.0,42,0,1,0,0,1,0
266,14,TRANSPORTE68,5,21630,54.0,3,0,1,0,1,0,0
36,14,TRANSPORTE68,5,31500,54.0,13,0,1,0,0,1,0
123,14,TRANSPORTE68,5,29260,54.0,13,0,1,0,1,0,0
130,20,TRANSPORTE61,5,24240,54.0,44,0,0,0,1,0,0
205,2,TRANSPORTE61,3,21590,46.5,9,0,0,0,0,1,0
72,14,TRANSPORTE59,5,15860,54.0,49,0,1,0,0,1,0
37,14,TRANSPORTE59,5,36150,54.0,42,0,1,0,0,1,0
28,14,TRANSPORTE59,5,37000,54.0,61,0,1,0,0,1,0
227,14,TRANSPORTE59,5,37840,54.0,42,0,1,0,0,1,0
69,14,TRANSPORTE59,5,36040,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE59,5,37630,54.0,42,0,1,0,0,1,0
137,14,TRANSPORTE59,5,38120,54.0,61,0,1,0,0,1,0
137,14,TRANSPORTE59,5,35440,54.0,61,0,1,0,0,1,0
69,14,TRANSPORTE59,5,21460,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE59,5,37190,54.0,42,0,1,0,0,1,0
52,14,TRANSPORTE59,5,18540,54.0,23,0,1,0,1,0,0
52,14,TRANSPORTE59,5,18540,54.0,23,0,1,0,1,0,0
196,14,TRANSPORTE59,5,21410,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE59,5,37680,54.0,42,0,1,0,0,1,0
84,14,TRANSPORTE59,5,21340,54.0,23,0,1,0,1,0,0
227,14,TRANSPORTE59,5,36300,54.0,42,0,1,0,0,1,0
69,14,TRANSPORTE59,5,35920,54.0,3,0,1,0,1,0,0
69,14,TRANSPORTE59,5,35920,54.0,3,0,1,0,1,0,0
28,14,TRANSPORTE59,5,36560,54.0,61,0,1,0,0,1,0
137,14,TRANSPORTE59,5,38910,54.0,61,0,1,0,0,1,0
227,14,TRANSPORTE59,5,20100,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE59,5,36170,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE59,5,38810,54.0,42,0,1,0,0,1,0
137,14,TRANSPORTE59,5,20280,54.0,61,0,1,0,0,1,0
200,14,TRANSPORTE59,5,34310,54.0,13,0,1,0,0,1,0
6,14,TRANSPORTE59,5,30920,54.0,61,0,1,0,1,0,0
28,14,TRANSPORTE59,5,39720,54.0,61,0,1,0,0,1,0
28,14,TRANSPORTE59,5,37780,54.0,61,0,1,0,0,1,0
28,14,TRANSPORTE59,5,37410,54.0,61,0,1,0,0,1,0
227,14,TRANSPORTE59,5,38420,54.0,42,0,1,0,0,1,0
266,14,TRANSPORTE59,5,21350,54.0,3,0,1,0,1,0,0
84,14,TRANSPORTE9,3,21620,46.5,13,0,1,0,1,0,0
61,14,TRANSPORTE9,3,16930,46.5,3,0,1,0,1,0,0
208,5,TRANSPORTE47,5,21560,54.0,56,0,0,0,0,1,0
199,22,TRANSPORTE47,5,36760,54.0,53,0,0,0,1,0,0
199,22,TRANSPORTE47,5,36760,54.0,53,0,0,0,1,0,0
13,5,TRANSPORTE47,7,12700,54.0,52,0,0,0,1,0,0
13,5,TRANSPORTE47,7,12700,54.0,52,0,0,0,1,0,0
13,5,TRANSPORTE47,7,7660,54.0,52,0,0,0,1,0,0
81,18,TRANSPORTE47,7,19000,54.0,60,0,0,0,1,0,0
213,5,TRANSPORTE47,7,15470,54.0,56,0,0,0,1,0,0
221,11,TRANSPORTE46,5,35200,54.0,34,0,0,1,0,0,0
241,7,TRANSPORTE46,5,35200,54.0,34,0,0,1,0,0,0
221,11,TRANSPORTE46,5,35200,54.0,34,0,0,1,0,0,0
241,7,TRANSPORTE46,5,35200,54.0,34,0,0,1,0,0,0
241,7,TRANSPORTE46,5,35200,54.0,34,0,0,1,0,0,0
241,7,TRANSPORTE46,5,35200,54.0,34,0,0,1,0,0,0
253,17,TRANSPORTE46,5,26530,54.0,19,0,0,0,1,0,0
253,17,TRANSPORTE46,5,26530,54.0,19,0,0,0,1,0,0
57,4,TRANSPORTE32,3,25700,46.5,69,0,0,1,0,0,0
221,11,TRANSPORTE32,3,25700,46.5,69,0,0,1,0,0,0
221,11,TRANSPORTE32,3,26300,46.5,69,0,0,0,0,1,0
221,11,TRANSPORTE32,3,25630,46.5,69,0,0,0,0,1,0
221,11,TRANSPORTE32,5,34260,54.0,69,0,0,0,0,1,0
221,11,TRANSPORTE32,3,25280,46.5,69,0,0,0,0,1,0
137,14,TRANSPORTE68,5,39780,54.0,61,0,1,0,0,1,0
227,14,TRANSPORTE68,5,39800,54.0,42,0,1,0,0,1,0
266,14,TRANSPORTE68,5,39930,54.0,3,0,1,0,1,0,0
227,14,TRANSPORTE68,5,38420,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE68,5,39680,54.0,42,0,1,0,0,1,0
227,14,TRANSPORTE68,5,34530,54.0,42,0,1,0,0,1,0
28,14,TRANSPORTE68,5,38120,54.0,61,0,1,0,0,1,0
227,14,TRANSPORTE68,5,32800,54.0,42,0,1,0,0,1,0
69,14,TRANSPORTE68,5,39180,54.0,3,0,1,0,1,0,0
112,22,TRANSPORTE1,7,35990,54.0,53,0,0,0,0,1,0
